id,Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Salary,Skills,Source
23,11/30/2024,Frontend developer,Frontend Developer,Rahantech GmbH,https://media.licdn.com/dms/image/v2/D4E0BAQEhGkpwf78QXQ/company-logo_100_100/company-logo_100_100/0/1689953516680/initi8_recruitment_logo?e=1741219200&v=beta&t=kpVaPA5YbDnncSnFsLCxi9cgkkFAaltPGb6eYSFLMBg,germany,"Munich, Bavaria, Germany",NaN,"Back-End Web Development, Cascading Style Sheets (CSS), Computer Science, Git, HTML, HTML5, JavaScript, React.js, Representational State Transfer (REST),  Responsive Web Design",https://www.linkedin.com/jobs/search/?currentJobId=4088312505&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true
24,12/04/2024,Frontend developer,Front-End Developer (Angular/JS) - Fully Remote - English (freelance),9am,https://media.licdn.com/dms/image/v2/D4E0BAQEhGkpwf78QXQ/company-logo_100_100/company-logo_100_100/0/1689953516680/initi8_recruitment_logo?e=1741219200&v=beta&t=kpVaPA5YbDnncSnFsLCxi9cgkkFAaltPGb6eYSFLMBg,germany,Germany,NaN,"Angular, Back-End Web Development, Front-End Development, Git, HTML, HTML5, JavaScript, Responsive Web Design, Scrum,  Web Applications",https://www.linkedin.com/jobs/search/?currentJobId=4090119203&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true
25,12/04/2024,Frontend developer,React Frontend Developer (m/w/d),OneCareer GmbH,https://media.licdn.com/dms/image/v2/D4E0BAQEhGkpwf78QXQ/company-logo_100_100/company-logo_100_100/0/1689953516680/initi8_recruitment_logo?e=1741219200&v=beta&t=kpVaPA5YbDnncSnFsLCxi9cgkkFAaltPGb6eYSFLMBg,germany,Germany,NaN,"Application Programming Interfaces (API), Back-End Web Development, Cascading Style Sheets (CSS), HTML5, JavaScript, React.js, Responsive Web Design, TypeScript, User Experience (UX),  User Interface Design",https://www.linkedin.com/jobs/search/?currentJobId=4088239779&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true
26,12/04/2024,Frontend developer,Frontend Developer – Cologne,Noir,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Cologne, North Rhine-Westphalia, Germany",NaN,".NET Core, .NET Framework, ASP.NET MVC, Blazor, C#, Entity Framework, HTML5, JavaScript, Microsoft Azure,  Microsoft SQL Server",https://www.linkedin.com/jobs/search/?currentJobId=4088298982&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
27,12/04/2024,Frontend developer,Frontend Developer – Munich,Noir,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Munich, Bavaria, Germany",NaN,".NET Core, .NET Framework, ASP.NET MVC, Blazor, C#, Entity Framework, HTML5, JavaScript, Microsoft Azure,  Microsoft SQL Server",https://www.linkedin.com/jobs/search/?currentJobId=4088501324&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
28,12/04/2024,Frontend developer,Frontend Developer – Stuttgart,Noir,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,Stuttgart Region,NaN,".NET Core, .NET Framework, ASP.NET MVC, Blazor, C#, Entity Framework, HTML5, JavaScript, Microsoft Azure,  Microsoft SQL Server",https://www.linkedin.com/jobs/search/?currentJobId=4088506027&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
29,11/28/2024,Frontend developer,(Junior) Frontend Entwickler - Schwerpunkt React (m/w/x) - Remote,i22 Digital Agency,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Bonn, North Rhine-Westphalia, Germany",NaN,"Cascading Style Sheets (CSS), Creative Problem Solving, Emerging Technologies, Front-End Development, HTML, HTML5, JavaScript, Multicultural Team Leadership, Responsive Web Design,  Web Pages",https://www.linkedin.com/jobs/search/?currentJobId=4080532779&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
30,12/04/2024,Frontend developer,Frontend Developer (m/w/d),SPIEGEL Tech Lab GmbH,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Hamburg, Hamburg, Germany",NaN,"Back-End Web Development, Cascading Style Sheets (CSS), Front-End Development, Git, HTML5, JavaScript, React.js, Responsive Web Design, User Experience (UX),  Web Development",https://www.linkedin.com/jobs/search/?currentJobId=4088213753&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
31,12/03/2024,Frontend developer,Frontend Developer - IoT software product - €60-70k,Optimus Search,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Freiburg, Baden-Württemberg, Germany",NaN,"Angular, Cascading Style Sheets (CSS), German, HTML, Internet of Things (IoT), JavaScript, Microsoft Azure, Node.js,  TypeScript",https://www.linkedin.com/jobs/search/?currentJobId=4087120104&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
32,12/05/2024,Frontend developer,Web Developer,Eclipse Foundation,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,Germany,NaN,"Attention to Detail, Back-End Web Development, Bootstrap (Framework), Computer Science, HTML, HTML5, JavaScript, PHP, Web Applications,  Web Development",https://www.linkedin.com/jobs/search/?currentJobId=4090676747&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
33,11/14/2024,Frontend developer,"Senior Frontend Developer (JavaScript/TypeScript, React) - Munich - Up to €80,000",Optimus Search,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Munich, Bavaria, Germany",NaN,"Front-End Development, JavaScript, React.js, Redux.js, Responsive Web Design,  TypeScript",https://www.linkedin.com/jobs/search/?currentJobId=4071393019&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
34,11/14/2024,Frontend developer,Senior Frontend React Developer - München - bis zu €80.000,Optimus Search,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Munich, Bavaria, Germany",NaN,"JavaScript, JavaScript Frameworks, Node.js, React.js, TypeScript,  User Interface Design",https://www.linkedin.com/jobs/search/?currentJobId=4071392131&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
35,11/21/2024,Frontend developer,Junior Shopify Frontend Developer / Low Code Specialist (m/w/d),Shopwise,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Berlin, Berlin, Germany",NaN,"Bootstrap (Framework), Cascading Style Sheets (CSS), Front-End Development, HTML5, JavaScript, React.js, Responsive Web Design, User Experience (UX), User Interface Design,  Web Development",https://www.linkedin.com/jobs/search/?currentJobId=4074529785&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
36,12/04/2024,Frontend developer,Javascript Full-Stack Developer,micro1,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,EMEA,NaN,"Full-Stack Development, JavaScript, JavaScript Frameworks,  React.js",https://www.linkedin.com/jobs/search/?currentJobId=4090325729&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
37,11/21/2024,Frontend developer,Senior React Frontend Developer,iGroove,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,"Berlin, Berlin, Germany",NaN,"Attention to Detail, Cascading Style Sheets (CSS), Color Theory, Graphic Design Principles, HTML5, React.js, SASS, Soft Skills, User Experience (UX),  User Interface Design",https://www.linkedin.com/jobs/search/?currentJobId=4075391460&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
38,12/03/2024,Frontend developer,Lead frontend Developer,SRG Network,https://media.licdn.com/dms/image/v2/D4E0BAQHWk7iJjLSGDg/company-logo_100_100/company-logo_100_100/0/1733138248432/noir_consulting_logo?e=1741219200&v=beta&t=2I72Kj6u-2V3WFrgRl43eUwEZLf4Ad2gsiXt7Z68jFM,germany,European Union,NaN,React.js,https://www.linkedin.com/jobs/search/?currentJobId=4087181494&geoId=101282230&keywords=Frontend%20developer&origin=JOBS_HOME_SEARCH_BUTTON&refresh=true&start=25
